medical_key,gender_key,count,window,source,total_count,percentage
prostate cancer,female,888,10,books,32108,2.7656658776628875
prostate cancer,tot_disease_counts,23257,10,books,32108,72.4336613927993
ovarian cancer,male,649,10,books,11963,5.425060603527544
ovarian cancer,female,3672,10,books,11963,30.694641812254453
ovarian cancer,tot_disease_counts,7642,10,books,11963,63.880297584218006
multiple myeloma,male,286,10,books,3608,7.926829268292683
multiple myeloma,female,200,10,books,3608,5.543237250554324
multiple myeloma,tot_disease_counts,3122,10,books,3608,86.529933481153
takotsubo cardiomyopathy,male,19,10,books,579,3.281519861830743
takotsubo cardiomyopathy,female,74,10,books,579,12.780656303972366
takotsubo cardiomyopathy,tot_disease_counts,486,10,books,579,83.93782383419689
sarcoidoses,male,119,10,books,4547,2.617110182537937
sarcoidoses,female,96,10,books,4547,2.1112821640642183
sarcoidoses,tot_disease_counts,4332,10,books,4547,95.27160765339785
crohn’s disease,male,106,10,books,2540,4.173228346456693
crohn’s disease,female,74,10,books,2540,2.9133858267716537
crohn’s disease,tot_disease_counts,2360,10,books,2540,92.91338582677166
covid-19,male,0,10,books,30,0
covid-19,female,0,10,books,30,0
covid-19,tot_disease_counts,30,10,books,30,100
hiv/aids,male,266904,50,books,685620,38.928852717248624
hiv/aids,female,162062,50,books,685620,23.63729179428838
hiv/aids,tot_disease_counts,256654,50,books,685620,37.433855488462996
bacterial pneumonia,male,115560,50,books,241463,47.85826399903919
bacterial pneumonia,female,73196,50,books,241463,30.31354700306051
bacterial pneumonia,tot_disease_counts,52707,50,books,241463,21.8281889979003
lupus,male,58882,50,books,117880,49.95079742110621
lupus,female,26274,50,books,117880,22.288768238887005
lupus,tot_disease_counts,32724,50,books,117880,27.760434340006785
tuberculosis,male,173401,50,books,354223,48.95249602651437
tuberculosis,female,71442,50,books,354223,20.168650821657543
tuberculosis,tot_disease_counts,109380,50,books,354223,30.878853151828086
rheumatoid arthritis,male,6374,50,books,33954,18.77245685338988
rheumatoid arthritis,female,8659,50,books,33954,25.502149967603227
rheumatoid arthritis,tot_disease_counts,18921,50,books,33954,55.725393179006886
type 2 diabetes,male,7321,50,books,42821,17.096751593844143
type 2 diabetes,female,8431,50,books,42821,19.688937670769015
type 2 diabetes,tot_disease_counts,27069,50,books,42821,63.214310735386846
syphilis,male,49310,50,books,101248,48.702196586599236
syphilis,female,22228,50,books,101248,21.954013906447535
syphilis,tot_disease_counts,29710,50,books,101248,29.34378950695322
endocarditis,male,1268,50,books,7060,17.960339943342778
endocarditis,female,767,50,books,7060,10.864022662889518
endocarditis,tot_disease_counts,5025,50,books,7060,71.17563739376772
ovarian cancer,male,3901,50,books,25594,15.24185355942799
ovarian cancer,female,14051,50,books,25594,54.89958584043136
ovarian cancer,tot_disease_counts,7642,50,books,25594,29.85856060014066
essential hypertension,male,14984,50,books,73163,20.480297418093844
essential hypertension,female,12584,50,books,73163,17.19995079480065
essential hypertension,tot_disease_counts,45595,50,books,73163,62.3197517871055
chagas disease,male,470,50,books,1646,28.554070473876063
chagas disease,female,139,50,books,1646,8.444714459295263
chagas disease,tot_disease_counts,1037,50,books,1646,63.00121506682868
gastric cancer,male,7882,50,books,19160,41.13778705636743
gastric cancer,female,4595,50,books,19160,23.982254697286013
gastric cancer,tot_disease_counts,6683,50,books,19160,34.879958246346554
prostate cancer,male,29120,50,books,58351,49.90488594882693
prostate cancer,female,5974,50,books,58351,10.238042192935854
prostate cancer,tot_disease_counts,23257,50,books,58351,39.85707185823722
multiple sclerosis,male,8761,50,books,31357,27.939535032050262
multiple sclerosis,female,9846,50,books,31357,31.39968747010237
multiple sclerosis,tot_disease_counts,12750,50,books,31357,40.66077749784737
ulcerative colitis,male,1561,50,books,9468,16.48711449091677
ulcerative colitis,female,1217,50,books,9468,12.853823405154206
ulcerative colitis,tot_disease_counts,6690,50,books,9468,70.65906210392903
colon cancer,male,11904,50,books,43078,27.633594874413852
colon cancer,female,10197,50,books,43078,23.671015367472954
colon cancer,tot_disease_counts,20977,50,books,43078,48.69538975811319
hepatitis b,male,3475,50,books,18376,18.910535481062254
hepatitis b,female,2867,50,books,18376,15.601872006965609
hepatitis b,tot_disease_counts,12034,50,books,18376,65.48759251197214
takotsubo cardiomyopathy,male,169,50,books,1028,16.439688715953306
takotsubo cardiomyopathy,female,373,50,books,1028,36.284046692607
takotsubo cardiomyopathy,tot_disease_counts,486,50,books,1028,47.276264591439684
multiple myeloma,male,1222,50,books,5263,23.218696560896827
multiple myeloma,female,919,50,books,5263,17.46152384571537
multiple myeloma,tot_disease_counts,3122,50,books,5263,59.3197795933878
sarcoidoses,male,614,50,books,5497,11.16972894305985
sarcoidoses,female,551,50,books,5497,10.023649263234491
sarcoidoses,tot_disease_counts,4332,50,books,5497,78.80662179370566
crohn’s disease,male,516,50,books,3185,16.20094191522763
crohn’s disease,female,309,50,books,3185,9.701726844583987
crohn’s disease,tot_disease_counts,2360,50,books,3185,74.09733124018838
covid-19,male,1,50,books,33,3.0303030303030303
covid-19,female,2,50,books,33,6.0606060606060606
covid-19,tot_disease_counts,30,50,books,33,90.9090909090909
hiv/aids,male,540255,100,books,1124712,48.03496361735271
hiv/aids,female,327803,100,books,1124712,29.145505693902084
hiv/aids,tot_disease_counts,256654,100,books,1124712,22.819530688745207
bacterial pneumonia,male,222784,100,books,419141,53.15251908069122
bacterial pneumonia,female,143650,100,books,419141,34.27247632658222
bacterial pneumonia,tot_disease_counts,52707,100,books,419141,12.575004592726552
lupus,male,116142,100,books,201917,57.51967392542481
lupus,female,53051,100,books,201917,26.273666902737265
lupus,tot_disease_counts,32724,100,books,201917,16.206659171837934
tuberculosis,male,338461,100,books,587543,57.60616669758639
tuberculosis,female,139702,100,books,587543,23.777323532064887
tuberculosis,tot_disease_counts,109380,100,books,587543,18.616509770348724
syphilis,male,97501,100,books,172878,56.3987320538183
syphilis,female,45667,100,books,172878,26.41573826629184
syphilis,tot_disease_counts,29710,100,books,172878,17.185529679889864
rheumatoid arthritis,male,13097,100,books,48640,26.92639802631579
rheumatoid arthritis,female,16622,100,books,48640,34.17351973684211
rheumatoid arthritis,tot_disease_counts,18921,100,books,48640,38.9000822368421
type 2 diabetes,male,14638,100,books,58289,25.11280001372472
type 2 diabetes,female,16582,100,books,58289,28.44790612293915
type 2 diabetes,tot_disease_counts,27069,100,books,58289,46.43929386333613
endocarditis,male,2595,100,books,9193,28.227999564886325
endocarditis,female,1573,100,books,9193,17.11084520831067
endocarditis,tot_disease_counts,5025,100,books,9193,54.661155226803004
ovarian cancer,male,8147,100,books,41099,19.822866736416945
ovarian cancer,female,25310,100,books,41099,61.58300688581231
ovarian cancer,tot_disease_counts,7642,100,books,41099,18.59412637777075
essential hypertension,male,29583,100,books,100407,29.463085243060743
essential hypertension,female,25229,100,books,100407,25.126734191839212
essential hypertension,tot_disease_counts,45595,100,books,100407,45.41018056510004
ulcerative colitis,male,3188,100,books,12361,25.790793625111235
ulcerative colitis,female,2483,100,books,12361,20.0873715718793
ulcerative colitis,tot_disease_counts,6690,100,books,12361,54.12183480300946
chagas disease,male,1000,100,books,2362,42.337002540220155
chagas disease,female,325,100,books,2362,13.75952582557155
chagas disease,tot_disease_counts,1037,100,books,2362,43.903471634208294
gastric cancer,male,14772,100,books,29876,49.444370062926765
gastric cancer,female,8421,100,books,29876,28.186504217432052
gastric cancer,tot_disease_counts,6683,100,books,29876,22.369125719641183
prostate cancer,male,52114,100,books,88506,58.88188371409848
prostate cancer,female,13135,100,books,88506,14.840801753553432
prostate cancer,tot_disease_counts,23257,100,books,88506,26.27731453234809
multiple sclerosis,male,17444,100,books,48328,36.095017381228274
multiple sclerosis,female,18134,100,books,48328,37.52276113226287
multiple sclerosis,tot_disease_counts,12750,100,books,48328,26.382221486508854
crohn’s disease,male,970,100,books,3979,24.377984418195524
crohn’s disease,female,649,100,books,3979,16.31063081176175
crohn’s disease,tot_disease_counts,2360,100,books,3979,59.31138477004272
colon cancer,male,22072,100,books,62250,35.4570281124498
colon cancer,female,19201,100,books,62250,30.844979919678718
colon cancer,tot_disease_counts,20977,100,books,62250,33.69799196787149
hepatitis b,male,7069,100,books,25040,28.230830670926515
hepatitis b,female,5937,100,books,25040,23.71006389776358
hepatitis b,tot_disease_counts,12034,100,books,25040,48.05910543130991
takotsubo cardiomyopathy,male,399,100,books,1603,24.890829694323145
takotsubo cardiomyopathy,female,718,100,books,1603,44.79101684341859
takotsubo cardiomyopathy,tot_disease_counts,486,100,books,1603,30.31815346225827
sarcoidoses,male,1243,100,books,6755,18.40118430792006
sarcoidoses,female,1180,100,books,6755,17.468541820873426
sarcoidoses,tot_disease_counts,4332,100,books,6755,64.13027387120651
multiple myeloma,male,2332,100,books,7272,32.068206820682065
multiple myeloma,female,1818,100,books,7272,25
multiple myeloma,tot_disease_counts,3122,100,books,7272,42.931793179317935
covid-19,male,3,100,books,36,8.333333333333332
covid-19,female,3,100,books,36,8.333333333333332
covid-19,tot_disease_counts,30,100,books,36,83.33333333333334
hiv/aids,male,1378108,250,books,2473865,55.70667760771101
hiv/aids,female,839103,250,books,2473865,33.91870615413533
hiv/aids,tot_disease_counts,256654,250,books,2473865,10.374616238153658
bacterial pneumonia,male,532031,250,books,934585,56.92697828447921
bacterial pneumonia,female,349847,250,books,934585,37.43340627123269
bacterial pneumonia,tot_disease_counts,52707,250,books,934585,5.639615444288106
lupus,male,286539,250,books,455081,62.96439534939934
lupus,female,135818,250,books,455081,29.84479686033915
lupus,tot_disease_counts,32724,250,books,455081,7.1908077902615135
tuberculosis,male,830446,250,books,1280955,64.83022432482015
tuberculosis,female,341129,250,books,1280955,26.63083402617578
tuberculosis,tot_disease_counts,109380,250,books,1280955,8.538941649004062
syphilis,male,240834,250,books,388532,61.98562795342468
syphilis,female,117988,250,books,388532,30.367640245848477
syphilis,tot_disease_counts,29710,250,books,388532,7.646731800726839
rheumatoid arthritis,male,33429,250,books,91622,36.48577852480845
rheumatoid arthritis,female,39272,250,books,91622,42.86306782213879
rheumatoid arthritis,tot_disease_counts,18921,250,books,91622,20.65115365305276
type 2 diabetes,male,36613,250,books,104621,34.995842134944226
type 2 diabetes,female,40939,250,books,104621,39.13076724558167
type 2 diabetes,tot_disease_counts,27069,250,books,104621,25.8733906194741
endocarditis,male,7083,250,books,16106,43.977399726809885
endocarditis,female,3998,250,books,16106,24.82304731156091
endocarditis,tot_disease_counts,5025,250,books,16106,31.199552961629205
ovarian cancer,male,21317,250,books,85067,25.05907108514465
ovarian cancer,female,56108,250,books,85067,65.95742179693653
ovarian cancer,tot_disease_counts,7642,250,books,85067,8.983507117918817
essential hypertension,male,73930,250,books,183302,40.332347710335945
essential hypertension,female,63777,250,books,183302,34.793401053998316
essential hypertension,tot_disease_counts,45595,250,books,183302,24.87425123566573
ulcerative colitis,male,8012,250,books,21221,37.755053955986995
ulcerative colitis,female,6519,250,books,21221,30.71957023702936
ulcerative colitis,tot_disease_counts,6690,250,books,21221,31.525375806983646
chagas disease,male,2617,250,books,4651,56.267469361427644
chagas disease,female,997,250,books,4651,21.43625026875941
chagas disease,tot_disease_counts,1037,250,books,4651,22.296280369812944
gastric cancer,male,33351,250,books,59633,55.92708735096339
gastric cancer,female,19599,250,books,59633,32.86603055355256
gastric cancer,tot_disease_counts,6683,250,books,59633,11.206882095484044
prostate cancer,male,114692,250,books,174519,65.71891885697259
prostate cancer,female,36570,250,books,174519,20.954738452546714
prostate cancer,tot_disease_counts,23257,250,books,174519,13.326342690480692
multiple sclerosis,male,43578,250,books,98226,44.36503573391974
multiple sclerosis,female,41898,250,books,98226,42.654694276464475
multiple sclerosis,tot_disease_counts,12750,250,books,98226,12.980269989615783
crohn’s disease,male,2312,250,books,6332,36.51295009475679
crohn’s disease,female,1660,250,books,6332,26.21604548325963
crohn’s disease,tot_disease_counts,2360,250,books,6332,37.27100442198358
colon cancer,male,52040,250,books,119285,43.626608542566125
colon cancer,female,46268,250,books,119285,38.7877771723184
colon cancer,tot_disease_counts,20977,250,books,119285,17.58561428511548
hepatitis b,male,18224,250,books,44985,40.51128153829054
hepatitis b,female,14727,250,books,44985,32.737579193064356
hepatitis b,tot_disease_counts,12034,250,books,44985,26.7511392686451
takotsubo cardiomyopathy,male,1168,250,books,3491,33.45746204525924
takotsubo cardiomyopathy,female,1837,250,books,3491,52.62102549412776
takotsubo cardiomyopathy,tot_disease_counts,486,250,books,3491,13.921512460613005
sarcoidoses,male,3372,250,books,10650,31.661971830985912
sarcoidoses,female,2946,250,books,10650,27.661971830985916
sarcoidoses,tot_disease_counts,4332,250,books,10650,40.67605633802817
multiple myeloma,male,5557,250,books,13360,41.59431137724551
multiple myeloma,female,4681,250,books,13360,35.037425149700596
multiple myeloma,tot_disease_counts,3122,250,books,13360,23.368263473053894
covid-19,male,15,250,books,53,28.30188679245283
covid-19,female,8,250,books,53,15.09433962264151
covid-19,tot_disease_counts,30,250,books,53,56.60377358490566
lupus,male,219009077,total,books,347699446,62.98804312733935
lupus,female,128657645,total,books,347699446,37.00254529597381
lupus,tot_disease_counts,32724,total,books,347699446,0.009411576686837746
hiv/aids,male,427855772,total,books,698026634,61.29504966711629
hiv/aids,female,269914208,total,books,698026634,38.668181821841486
hiv/aids,tot_disease_counts,256654,total,books,698026634,0.036768511042230514
prostate cancer,male,16462036,total,books,29386342,56.019343952370804
prostate cancer,female,12901049,total,books,29386342,43.90151383932032
prostate cancer,tot_disease_counts,23257,total,books,29386342,0.07914220830888036
covid-19,male,23015,total,books,41220,55.83454633672974
covid-19,female,18175,total,books,41220,44.09267345948569
covid-19,tot_disease_counts,30,total,books,41220,0.0727802037845706
takotsubo cardiomyopathy,male,331839,total,books,725223,45.75682238428732
takotsubo cardiomyopathy,female,392898,total,books,725223,54.17616374549621
takotsubo cardiomyopathy,tot_disease_counts,486,total,books,725223,0.06701387021647134
multiple sclerosis,male,11646804,total,books,21642968,53.81334020361718
multiple sclerosis,female,9983414,total,books,21642968,46.12774920704037
multiple sclerosis,tot_disease_counts,12750,total,books,21642968,0.058910589342459865
colon cancer,male,13040403,total,books,25530019,51.078704641778764
colon cancer,female,12468639,total,books,25530019,48.839129340248434
colon cancer,tot_disease_counts,20977,total,books,25530019,0.08216601797280292
tuberculosis,male,366410773,total,books,475567737,77.04702074859212
tuberculosis,female,109047584,total,books,475567737,22.929979373264338
tuberculosis,tot_disease_counts,109380,total,books,475567737,0.022999878143541937
bacterial pneumonia,male,117909962,total,books,194309378,60.68156010462861
bacterial pneumonia,female,76346709,total,books,194309378,39.29131459625176
bacterial pneumonia,tot_disease_counts,52707,total,books,194309378,0.027125299119633843
endocarditis,male,3928628,total,books,7247073,54.20985824207924
endocarditis,female,3313420,total,books,7247073,45.720803419532274
endocarditis,tot_disease_counts,5025,total,books,7247073,0.06933833838847767
syphilis,male,72393226,total,books,109464725,66.13383991966361
syphilis,female,37041789,total,books,109464725,33.83901891682458
syphilis,tot_disease_counts,29710,total,books,109464725,0.027141163511807113
type 2 diabetes,male,10272499,total,books,20976861,48.9706205327861
type 2 diabetes,female,10677293,total,books,20976861,50.900337281159466
type 2 diabetes,tot_disease_counts,27069,total,books,20976861,0.12904218605443396
multiple myeloma,male,2252735,total,books,4636277,48.58930991396761
multiple myeloma,female,2380420,total,books,4636277,51.34335157282449
multiple myeloma,tot_disease_counts,3122,total,books,4636277,0.06733851320790367
essential hypertension,male,29539111,total,books,59446292,49.690418033138215
essential hypertension,female,29861586,total,books,59446292,50.23288248155158
essential hypertension,tot_disease_counts,45595,total,books,59446292,0.07669948531020236
sarcoidoses,male,4186860,total,books,8763485,47.77619862417748
sarcoidoses,female,4572293,total,books,8763485,52.17436898676725
sarcoidoses,tot_disease_counts,4332,total,books,8763485,0.0494323890552674
rheumatoid arthritis,male,13567357,total,books,26932077,50.37620009774961
rheumatoid arthritis,female,13345799,total,books,26932077,49.55354538753175
rheumatoid arthritis,tot_disease_counts,18921,total,books,26932077,0.0702545147186383
hepatitis b,male,6770258,total,books,13669806,49.527096434287365
hepatitis b,female,6887514,total,books,13669806,50.38487012910059
hepatitis b,tot_disease_counts,12034,total,books,13669806,0.08803343661204849
ulcerative colitis,male,3432050,total,books,7363724,46.60753173258531
ulcerative colitis,female,3924984,total,books,7363724,53.30161749679917
ulcerative colitis,tot_disease_counts,6690,total,books,7363724,0.09085077061552009
crohn’s disease,male,1628306,total,books,3303576,49.28919449711464
crohn’s disease,female,1672910,total,books,3303576,50.63936776390191
crohn’s disease,tot_disease_counts,2360,total,books,3303576,0.07143773898345308
gastric cancer,male,7215370,total,books,12423160,58.079989310288205
gastric cancer,female,5201107,total,books,12423160,41.866216003013726
gastric cancer,tot_disease_counts,6683,total,books,12423160,0.05379468669807038
chagas disease,male,864270,total,books,1390319,62.16343155779357
chagas disease,female,525012,total,books,1390319,37.76198124315355
chagas disease,tot_disease_counts,1037,total,books,1390319,0.07458719905287924
ovarian cancer,male,6291158,total,books,14756858,42.632096886749196
ovarian cancer,female,8458058,total,books,14756858,57.31611702165868
ovarian cancer,tot_disease_counts,7642,total,books,14756858,0.05178609159212619
