medical_key,gender_key,count,window,source,total_count,percentage
tuberculosis,male,585,10,Stack,128678,0.45462316790749
tuberculosis,female,460,10,Stack,128678,0.35748146536315456
tuberculosis,tot_disease_counts,127633,10,Stack,128678,99.18789536672935
covid-19,male,218,10,Stack,11950,1.8242677824267781
covid-19,female,68,10,Stack,11950,0.5690376569037657
covid-19,tot_disease_counts,11664,10,Stack,11950,97.60669456066947
hiv/aids,male,437,10,Stack,8502,5.139967066572571
hiv/aids,female,308,10,Stack,8502,3.62267701717243
hiv/aids,tot_disease_counts,7757,10,Stack,8502,91.237355916255
prostate cancer,male,50,10,Stack,274,18.248175182481752
prostate cancer,female,5,10,Stack,274,1.824817518248175
prostate cancer,tot_disease_counts,219,10,Stack,274,79.92700729927007
rheumatoid arthritis,male,4,10,Stack,107,3.7383177570093453
rheumatoid arthritis,female,2,10,Stack,107,1.8691588785046727
rheumatoid arthritis,tot_disease_counts,101,10,Stack,107,94.39252336448598
hepatitis b,male,40,10,Stack,454,8.81057268722467
hepatitis b,female,16,10,Stack,454,3.524229074889868
hepatitis b,tot_disease_counts,398,10,Stack,454,87.66519823788546
bacterial pneumonia,male,102,10,Stack,2093,4.873387482083134
bacterial pneumonia,female,67,10,Stack,2093,3.201146679407549
bacterial pneumonia,tot_disease_counts,1924,10,Stack,2093,91.92546583850931
ovarian cancer,male,9,10,Stack,139,6.474820143884892
ovarian cancer,female,22,10,Stack,139,15.827338129496402
ovarian cancer,tot_disease_counts,108,10,Stack,139,77.6978417266187
gastric cancer,male,21,10,Stack,72,29.166666666666668
gastric cancer,female,0,10,Stack,72,0
gastric cancer,tot_disease_counts,51,10,Stack,72,70.83333333333334
essential hypertension,male,108,10,Stack,2371,4.555040067482075
essential hypertension,female,94,10,Stack,2371,3.9645719105862502
essential hypertension,tot_disease_counts,2169,10,Stack,2371,91.48038802193167
syphilis,male,14,10,Stack,136,10.294117647058822
syphilis,female,4,10,Stack,136,2.941176470588235
syphilis,tot_disease_counts,118,10,Stack,136,86.76470588235294
lupus,male,40,10,Stack,2364,1.6920473773265652
lupus,female,48,10,Stack,2364,2.030456852791878
lupus,tot_disease_counts,2276,10,Stack,2364,96.27749576988155
type 2 diabetes,male,23,10,Stack,1607,1.4312383322962041
type 2 diabetes,female,6,10,Stack,1607,0.37336652146857496
type 2 diabetes,tot_disease_counts,1578,10,Stack,1607,98.19539514623521
multiple sclerosis,male,4,10,Stack,108,3.7037037037037033
multiple sclerosis,female,6,10,Stack,108,5.555555555555555
multiple sclerosis,tot_disease_counts,98,10,Stack,108,90.74074074074075
takotsubo cardiomyopathy,male,1,10,Stack,5,20
takotsubo cardiomyopathy,female,1,10,Stack,5,20
takotsubo cardiomyopathy,tot_disease_counts,3,10,Stack,5,60
colon cancer,male,21,10,Stack,392,5.357142857142857
colon cancer,female,28,10,Stack,392,7.142857142857142
colon cancer,tot_disease_counts,343,10,Stack,392,87.5
ulcerative colitis,male,10,10,Stack,84,11.904761904761903
ulcerative colitis,female,8,10,Stack,84,9.523809523809524
ulcerative colitis,tot_disease_counts,66,10,Stack,84,78.57142857142857
sarcoidoses,male,0,10,Stack,10,0
sarcoidoses,female,1,10,Stack,10,10
sarcoidoses,tot_disease_counts,9,10,Stack,10,90
crohn’s disease,male,1,10,Stack,10,10
crohn’s disease,female,1,10,Stack,10,10
crohn’s disease,tot_disease_counts,8,10,Stack,10,80
endocarditis,male,0,10,Stack,27,0
endocarditis,female,0,10,Stack,27,0
endocarditis,tot_disease_counts,27,10,Stack,27,100
multiple myeloma,male,0,10,Stack,23,0
multiple myeloma,female,0,10,Stack,23,0
multiple myeloma,tot_disease_counts,23,10,Stack,23,100
chagas disease,male,0,10,Stack,10,0
chagas disease,female,0,10,Stack,10,0
chagas disease,tot_disease_counts,10,10,Stack,10,100
tuberculosis,male,2599,50,Stack,131510,1.9762755683978406
tuberculosis,female,1278,50,Stack,131510,0.9717892175499963
tuberculosis,tot_disease_counts,127633,50,Stack,131510,97.05193521405216
covid-19,male,825,50,Stack,12850,6.420233463035019
covid-19,female,361,50,Stack,12850,2.809338521400778
covid-19,tot_disease_counts,11664,50,Stack,12850,90.77042801556419
hiv/aids,male,1582,50,Stack,10261,15.417600623720883
hiv/aids,female,922,50,Stack,10261,8.985478998148329
hiv/aids,tot_disease_counts,7757,50,Stack,10261,75.59692037813079
essential hypertension,male,366,50,Stack,2894,12.646855563234277
essential hypertension,female,359,50,Stack,2894,12.40497581202488
essential hypertension,tot_disease_counts,2169,50,Stack,2894,74.94816862474084
prostate cancer,male,166,50,Stack,404,41.089108910891085
prostate cancer,female,19,50,Stack,404,4.702970297029703
prostate cancer,tot_disease_counts,219,50,Stack,404,54.207920792079214
bacterial pneumonia,male,387,50,Stack,2567,15.075964160498637
bacterial pneumonia,female,256,50,Stack,2567,9.972730814179977
bacterial pneumonia,tot_disease_counts,1924,50,Stack,2567,74.95130502532139
rheumatoid arthritis,male,11,50,Stack,124,8.870967741935484
rheumatoid arthritis,female,12,50,Stack,124,9.67741935483871
rheumatoid arthritis,tot_disease_counts,101,50,Stack,124,81.45161290322581
lupus,male,151,50,Stack,2603,5.8009988474836724
lupus,female,176,50,Stack,2603,6.76142912024587
lupus,tot_disease_counts,2276,50,Stack,2603,87.43757203227047
hepatitis b,male,139,50,Stack,591,23.519458544839257
hepatitis b,female,54,50,Stack,591,9.137055837563452
hepatitis b,tot_disease_counts,398,50,Stack,591,67.34348561759728
ovarian cancer,male,21,50,Stack,212,9.90566037735849
ovarian cancer,female,83,50,Stack,212,39.15094339622642
ovarian cancer,tot_disease_counts,108,50,Stack,212,50.943396226415096
multiple sclerosis,male,23,50,Stack,143,16.083916083916083
multiple sclerosis,female,22,50,Stack,143,15.384615384615385
multiple sclerosis,tot_disease_counts,98,50,Stack,143,68.53146853146853
gastric cancer,male,79,50,Stack,132,59.84848484848485
gastric cancer,female,2,50,Stack,132,1.5151515151515151
gastric cancer,tot_disease_counts,51,50,Stack,132,38.63636363636363
syphilis,male,86,50,Stack,234,36.75213675213676
syphilis,female,30,50,Stack,234,12.82051282051282
syphilis,tot_disease_counts,118,50,Stack,234,50.427350427350426
colon cancer,male,53,50,Stack,457,11.597374179431071
colon cancer,female,61,50,Stack,457,13.347921225382933
colon cancer,tot_disease_counts,343,50,Stack,457,75.054704595186
multiple myeloma,male,7,50,Stack,35,20
multiple myeloma,female,5,50,Stack,35,14.285714285714285
multiple myeloma,tot_disease_counts,23,50,Stack,35,65.71428571428571
type 2 diabetes,male,84,50,Stack,1695,4.95575221238938
type 2 diabetes,female,33,50,Stack,1695,1.9469026548672566
type 2 diabetes,tot_disease_counts,1578,50,Stack,1695,93.09734513274336
takotsubo cardiomyopathy,male,2,50,Stack,7,28.57142857142857
takotsubo cardiomyopathy,female,2,50,Stack,7,28.57142857142857
takotsubo cardiomyopathy,tot_disease_counts,3,50,Stack,7,42.857142857142854
ulcerative colitis,male,29,50,Stack,124,23.387096774193548
ulcerative colitis,female,29,50,Stack,124,23.387096774193548
ulcerative colitis,tot_disease_counts,66,50,Stack,124,53.2258064516129
endocarditis,male,0,50,Stack,30,0
endocarditis,female,3,50,Stack,30,10
endocarditis,tot_disease_counts,27,50,Stack,30,90
sarcoidoses,male,3,50,Stack,14,21.428571428571427
sarcoidoses,female,2,50,Stack,14,14.285714285714285
sarcoidoses,tot_disease_counts,9,50,Stack,14,64.28571428571429
crohn’s disease,male,1,50,Stack,10,10
crohn’s disease,female,1,50,Stack,10,10
crohn’s disease,tot_disease_counts,8,50,Stack,10,80
chagas disease,male,0,50,Stack,10,0
chagas disease,female,0,50,Stack,10,0
chagas disease,tot_disease_counts,10,50,Stack,10,100
tuberculosis,male,5105,100,Stack,134761,3.788187977233769
tuberculosis,female,2023,100,Stack,134761,1.5011761563063497
tuberculosis,tot_disease_counts,127633,100,Stack,134761,94.71063586645988
covid-19,male,1446,100,Stack,13813,10.468399333960763
covid-19,female,703,100,Stack,13813,5.089408528198074
covid-19,tot_disease_counts,11664,100,Stack,13813,84.44219213784116
hiv/aids,male,2746,100,Stack,12050,22.78838174273859
hiv/aids,female,1547,100,Stack,12050,12.838174273858922
hiv/aids,tot_disease_counts,7757,100,Stack,12050,64.3734439834025
essential hypertension,male,622,100,Stack,3429,18.13939924176145
essential hypertension,female,638,100,Stack,3429,18.606007582385537
essential hypertension,tot_disease_counts,2169,100,Stack,3429,63.25459317585301
type 2 diabetes,male,137,100,Stack,1772,7.7313769751693
type 2 diabetes,female,57,100,Stack,1772,3.216704288939052
type 2 diabetes,tot_disease_counts,1578,100,Stack,1772,89.05191873589165
lupus,male,285,100,Stack,2841,10.03167898627244
lupus,female,280,100,Stack,2841,9.855684618092221
lupus,tot_disease_counts,2276,100,Stack,2841,80.11263639563533
prostate cancer,male,253,100,Stack,500,50.6
prostate cancer,female,28,100,Stack,500,5.6000000000000005
prostate cancer,tot_disease_counts,219,100,Stack,500,43.8
bacterial pneumonia,male,672,100,Stack,3068,21.903520208604952
bacterial pneumonia,female,472,100,Stack,3068,15.384615384615385
bacterial pneumonia,tot_disease_counts,1924,100,Stack,3068,62.71186440677966
rheumatoid arthritis,male,16,100,Stack,133,12.030075187969924
rheumatoid arthritis,female,16,100,Stack,133,12.030075187969924
rheumatoid arthritis,tot_disease_counts,101,100,Stack,133,75.93984962406014
multiple sclerosis,male,40,100,Stack,167,23.952095808383234
multiple sclerosis,female,29,100,Stack,167,17.365269461077844
multiple sclerosis,tot_disease_counts,98,100,Stack,167,58.68263473053892
hepatitis b,male,213,100,Stack,697,30.55954088952654
hepatitis b,female,86,100,Stack,697,12.338593974175035
hepatitis b,tot_disease_counts,398,100,Stack,697,57.10186513629842
ovarian cancer,male,27,100,Stack,278,9.712230215827338
ovarian cancer,female,143,100,Stack,278,51.438848920863315
ovarian cancer,tot_disease_counts,108,100,Stack,278,38.84892086330935
gastric cancer,male,133,100,Stack,192,69.27083333333334
gastric cancer,female,8,100,Stack,192,4.166666666666666
gastric cancer,tot_disease_counts,51,100,Stack,192,26.5625
syphilis,male,159,100,Stack,332,47.89156626506024
syphilis,female,55,100,Stack,332,16.566265060240966
syphilis,tot_disease_counts,118,100,Stack,332,35.54216867469879
colon cancer,male,109,100,Stack,561,19.429590017825312
colon cancer,female,109,100,Stack,561,19.429590017825312
colon cancer,tot_disease_counts,343,100,Stack,561,61.14081996434938
multiple myeloma,male,9,100,Stack,39,23.076923076923077
multiple myeloma,female,7,100,Stack,39,17.94871794871795
multiple myeloma,tot_disease_counts,23,100,Stack,39,58.97435897435898
endocarditis,male,0,100,Stack,34,0
endocarditis,female,7,100,Stack,34,20.588235294117645
endocarditis,tot_disease_counts,27,100,Stack,34,79.41176470588235
takotsubo cardiomyopathy,male,5,100,Stack,15,33.33333333333333
takotsubo cardiomyopathy,female,7,100,Stack,15,46.666666666666664
takotsubo cardiomyopathy,tot_disease_counts,3,100,Stack,15,20
ulcerative colitis,male,67,100,Stack,170,39.411764705882355
ulcerative colitis,female,37,100,Stack,170,21.764705882352942
ulcerative colitis,tot_disease_counts,66,100,Stack,170,38.82352941176471
sarcoidoses,male,4,100,Stack,15,26.666666666666668
sarcoidoses,female,2,100,Stack,15,13.333333333333334
sarcoidoses,tot_disease_counts,9,100,Stack,15,60
crohn’s disease,male,1,100,Stack,10,10
crohn’s disease,female,1,100,Stack,10,10
crohn’s disease,tot_disease_counts,8,100,Stack,10,80
chagas disease,male,0,100,Stack,10,0
chagas disease,female,0,100,Stack,10,0
chagas disease,tot_disease_counts,10,100,Stack,10,100
tuberculosis,female,3832,250,Stack,141456,2.7089695735776496
tuberculosis,male,9991,250,Stack,141456,7.062973645515214
tuberculosis,tot_disease_counts,127633,250,Stack,141456,90.22805678090714
covid-19,female,1559,250,Stack,16088,9.690452511188463
covid-19,male,2865,250,Stack,16088,17.808304326205867
covid-19,tot_disease_counts,11664,250,Stack,16088,72.50124316260566
lupus,female,506,250,Stack,3310,15.28700906344411
lupus,male,528,250,Stack,3310,15.951661631419938
lupus,tot_disease_counts,2276,250,Stack,3310,68.76132930513596
hiv/aids,female,2779,250,Stack,15612,17.80040994107097
hiv/aids,male,5076,250,Stack,15612,32.51345119139123
hiv/aids,tot_disease_counts,7757,250,Stack,15612,49.68613886753779
essential hypertension,female,1064,250,Stack,4273,24.900538263515095
essential hypertension,male,1040,250,Stack,4273,24.338871986894453
essential hypertension,tot_disease_counts,2169,250,Stack,4273,50.76058974959046
bacterial pneumonia,female,1168,250,Stack,4390,26.605922551252846
bacterial pneumonia,male,1298,250,Stack,4390,29.56719817767654
bacterial pneumonia,tot_disease_counts,1924,250,Stack,4390,43.82687927107061
type 2 diabetes,female,105,250,Stack,1916,5.480167014613778
type 2 diabetes,male,233,250,Stack,1916,12.160751565762004
type 2 diabetes,tot_disease_counts,1578,250,Stack,1916,82.35908141962422
prostate cancer,female,62,250,Stack,617,10.048622366288493
prostate cancer,male,336,250,Stack,617,54.45705024311182
prostate cancer,tot_disease_counts,219,250,Stack,617,35.49432739059968
rheumatoid arthritis,female,41,250,Stack,174,23.563218390804597
rheumatoid arthritis,male,32,250,Stack,174,18.39080459770115
rheumatoid arthritis,tot_disease_counts,101,250,Stack,174,58.04597701149425
multiple sclerosis,female,54,250,Stack,223,24.2152466367713
multiple sclerosis,male,71,250,Stack,223,31.838565022421523
multiple sclerosis,tot_disease_counts,98,250,Stack,223,43.946188340807176
hepatitis b,female,127,250,Stack,932,13.626609442060087
hepatitis b,male,407,250,Stack,932,43.66952789699571
hepatitis b,tot_disease_counts,398,250,Stack,932,42.70386266094421
ovarian cancer,female,239,250,Stack,389,61.43958868894601
ovarian cancer,male,42,250,Stack,389,10.796915167095115
ovarian cancer,tot_disease_counts,108,250,Stack,389,27.76349614395887
ulcerative colitis,female,86,250,Stack,307,28.013029315960914
ulcerative colitis,male,155,250,Stack,307,50.4885993485342
ulcerative colitis,tot_disease_counts,66,250,Stack,307,21.49837133550489
gastric cancer,female,29,250,Stack,303,9.570957095709572
gastric cancer,male,223,250,Stack,303,73.5973597359736
gastric cancer,tot_disease_counts,51,250,Stack,303,16.831683168316832
syphilis,female,85,250,Stack,543,15.65377532228361
syphilis,male,340,250,Stack,543,62.61510128913444
syphilis,tot_disease_counts,118,250,Stack,543,21.731123388581953
colon cancer,female,155,250,Stack,655,23.66412213740458
colon cancer,male,157,250,Stack,655,23.969465648854964
colon cancer,tot_disease_counts,343,250,Stack,655,52.36641221374045
multiple myeloma,female,7,250,Stack,39,17.94871794871795
multiple myeloma,male,9,250,Stack,39,23.076923076923077
multiple myeloma,tot_disease_counts,23,250,Stack,39,58.97435897435898
endocarditis,female,11,250,Stack,40,27.500000000000004
endocarditis,male,2,250,Stack,40,5
endocarditis,tot_disease_counts,27,250,Stack,40,67.5
takotsubo cardiomyopathy,female,19,250,Stack,31,61.29032258064516
takotsubo cardiomyopathy,male,9,250,Stack,31,29.03225806451613
takotsubo cardiomyopathy,tot_disease_counts,3,250,Stack,31,9.67741935483871
crohn’s disease,female,2,250,Stack,15,13.333333333333334
crohn’s disease,male,5,250,Stack,15,33.33333333333333
crohn’s disease,tot_disease_counts,8,250,Stack,15,53.333333333333336
sarcoidoses,female,3,250,Stack,16,18.75
sarcoidoses,male,4,250,Stack,16,25
sarcoidoses,tot_disease_counts,9,250,Stack,16,56.25
chagas disease,female,0,250,Stack,10,0
chagas disease,male,0,250,Stack,10,0
chagas disease,tot_disease_counts,10,250,Stack,10,100
lupus,male,1545,total,Stack,4864,31.763980263157894
lupus,female,1043,total,Stack,4864,21.443256578947366
lupus,tot_disease_counts,2276,total,Stack,4864,46.79276315789473
hiv/aids,male,10663,total,Stack,23465,45.44214787982101
hiv/aids,female,5045,total,Stack,23465,21.500106541657786
hiv/aids,tot_disease_counts,7757,total,Stack,23465,33.0577455785212
prostate cancer,male,565,total,Stack,1054,53.605313092979124
prostate cancer,female,270,total,Stack,1054,25.616698292220114
prostate cancer,tot_disease_counts,219,total,Stack,1054,20.777988614800762
covid-19,male,7000,total,Stack,22581,30.99951286479784
covid-19,female,3917,total,Stack,22581,17.346441698773305
covid-19,tot_disease_counts,11664,total,Stack,22581,51.65404543642885
takotsubo cardiomyopathy,male,20,total,Stack,91,21.978021978021978
takotsubo cardiomyopathy,female,68,total,Stack,91,74.72527472527473
takotsubo cardiomyopathy,tot_disease_counts,3,total,Stack,91,3.296703296703297
multiple sclerosis,male,99,total,Stack,271,36.53136531365313
multiple sclerosis,female,74,total,Stack,271,27.30627306273063
multiple sclerosis,tot_disease_counts,98,total,Stack,271,36.162361623616235
colon cancer,male,331,total,Stack,1043,31.73537871524449
colon cancer,female,369,total,Stack,1043,35.378715244487054
colon cancer,tot_disease_counts,343,total,Stack,1043,32.88590604026846
tuberculosis,male,21461,total,Stack,158690,13.523851534438213
tuberculosis,female,9596,total,Stack,158690,6.047009893503056
tuberculosis,tot_disease_counts,127633,total,Stack,158690,80.42913857205873
bacterial pneumonia,male,3357,total,Stack,8253,40.67611777535441
bacterial pneumonia,female,2972,total,Stack,8253,36.01114746152914
bacterial pneumonia,tot_disease_counts,1924,total,Stack,8253,23.312734763116445
endocarditis,male,26,total,Stack,68,38.23529411764706
endocarditis,female,15,total,Stack,68,22.058823529411764
endocarditis,tot_disease_counts,27,total,Stack,68,39.705882352941174
syphilis,male,752,total,Stack,1050,71.61904761904762
syphilis,female,180,total,Stack,1050,17.142857142857142
syphilis,tot_disease_counts,118,total,Stack,1050,11.238095238095239
type 2 diabetes,male,599,total,Stack,2426,24.690849134377576
type 2 diabetes,female,249,total,Stack,2426,10.263808738664467
type 2 diabetes,tot_disease_counts,1578,total,Stack,2426,65.04534212695795
multiple myeloma,male,27,total,Stack,68,39.705882352941174
multiple myeloma,female,18,total,Stack,68,26.47058823529412
multiple myeloma,tot_disease_counts,23,total,Stack,68,33.82352941176471
essential hypertension,male,1708,total,Stack,5397,31.647211413748376
essential hypertension,female,1520,total,Stack,5397,28.16379470075968
essential hypertension,tot_disease_counts,2169,total,Stack,5397,40.18899388549194
sarcoidoses,male,4,total,Stack,17,23.52941176470588
sarcoidoses,female,4,total,Stack,17,23.52941176470588
sarcoidoses,tot_disease_counts,9,total,Stack,17,52.94117647058824
rheumatoid arthritis,male,62,total,Stack,246,25.203252032520325
rheumatoid arthritis,female,83,total,Stack,246,33.739837398373986
rheumatoid arthritis,tot_disease_counts,101,total,Stack,246,41.05691056910569
hepatitis b,male,593,total,Stack,1151,51.52041702867072
hepatitis b,female,160,total,Stack,1151,13.900955690703737
hepatitis b,tot_disease_counts,398,total,Stack,1151,34.57862728062555
ulcerative colitis,male,179,total,Stack,344,52.03488372093024
ulcerative colitis,female,99,total,Stack,344,28.77906976744186
ulcerative colitis,tot_disease_counts,66,total,Stack,344,19.186046511627907
crohn’s disease,male,5,total,Stack,15,33.33333333333333
crohn’s disease,female,2,total,Stack,15,13.333333333333334
crohn’s disease,tot_disease_counts,8,total,Stack,15,53.333333333333336
gastric cancer,male,748,total,Stack,849,88.10365135453475
gastric cancer,female,50,total,Stack,849,5.889281507656066
gastric cancer,tot_disease_counts,51,total,Stack,849,6.007067137809187
chagas disease,male,0,total,Stack,10,0
chagas disease,female,0,total,Stack,10,0
chagas disease,tot_disease_counts,10,total,Stack,10,100
ovarian cancer,male,147,total,Stack,699,21.030042918454935
ovarian cancer,female,444,total,Stack,699,63.519313304721024
ovarian cancer,tot_disease_counts,108,total,Stack,699,15.450643776824036
essential hypertension,male,99,10,Arxiv,6514,1.5198035001535155
essential hypertension,female,142,10,Arxiv,6514,2.1799201719373653
essential hypertension,tot_disease_counts,6273,10,Arxiv,6514,96.30027632790912
tuberculosis,male,1219,10,Arxiv,402720,0.3026916964640445
tuberculosis,female,558,10,Arxiv,402720,0.13855780691299166
tuberculosis,tot_disease_counts,400943,10,Arxiv,402720,99.55875049662296
covid-19,male,1548,10,Arxiv,144671,1.070014031837756
covid-19,female,532,10,Arxiv,144671,0.36773092050238126
covid-19,tot_disease_counts,142591,10,Arxiv,144671,98.56225504765986
prostate cancer,male,361,10,Arxiv,4768,7.571308724832216
prostate cancer,female,42,10,Arxiv,4768,0.8808724832214765
prostate cancer,tot_disease_counts,4365,10,Arxiv,4768,91.54781879194631
hiv/aids,male,613,10,Arxiv,38322,1.599603360993685
hiv/aids,female,698,10,Arxiv,38322,1.821408068472418
hiv/aids,tot_disease_counts,37011,10,Arxiv,38322,96.5789885705339
lupus,male,104,10,Arxiv,33624,0.30930287889602665
lupus,female,24,10,Arxiv,33624,0.07137758743754462
lupus,tot_disease_counts,33496,10,Arxiv,33624,99.61931953366643
type 2 diabetes,male,32,10,Arxiv,7966,0.40170725583730854
type 2 diabetes,female,20,10,Arxiv,7966,0.25106703489831783
type 2 diabetes,tot_disease_counts,7914,10,Arxiv,7966,99.34722570926438
gastric cancer,male,30,10,Arxiv,742,4.0431266846361185
gastric cancer,female,6,10,Arxiv,742,0.8086253369272237
gastric cancer,tot_disease_counts,706,10,Arxiv,742,95.14824797843666
bacterial pneumonia,male,71,10,Arxiv,11395,0.6230802983764809
bacterial pneumonia,female,45,10,Arxiv,11395,0.39491004826678366
bacterial pneumonia,tot_disease_counts,11279,10,Arxiv,11395,98.98200965335674
colon cancer,male,194,10,Arxiv,4061,4.777148485594681
colon cancer,female,52,10,Arxiv,4061,1.2804727899532136
colon cancer,tot_disease_counts,3815,10,Arxiv,4061,93.9423787244521
rheumatoid arthritis,male,4,10,Arxiv,556,0.7194244604316548
rheumatoid arthritis,female,8,10,Arxiv,556,1.4388489208633095
rheumatoid arthritis,tot_disease_counts,544,10,Arxiv,556,97.84172661870504
syphilis,male,20,10,Arxiv,390,5.128205128205128
syphilis,female,3,10,Arxiv,390,0.7692307692307693
syphilis,tot_disease_counts,367,10,Arxiv,390,94.1025641025641
ovarian cancer,male,16,10,Arxiv,1386,1.1544011544011543
ovarian cancer,female,72,10,Arxiv,1386,5.194805194805195
ovarian cancer,tot_disease_counts,1298,10,Arxiv,1386,93.65079365079364
multiple sclerosis,male,14,10,Arxiv,1281,1.092896174863388
multiple sclerosis,female,12,10,Arxiv,1281,0.936768149882904
multiple sclerosis,tot_disease_counts,1255,10,Arxiv,1281,97.97033567525371
crohn’s disease,male,0,10,Arxiv,77,0
crohn’s disease,female,1,10,Arxiv,77,1.2987012987012987
crohn’s disease,tot_disease_counts,76,10,Arxiv,77,98.7012987012987
hepatitis b,male,6,10,Arxiv,971,0.6179196704428425
hepatitis b,female,13,10,Arxiv,971,1.3388259526261586
hepatitis b,tot_disease_counts,952,10,Arxiv,971,98.043254376931
sarcoidoses,male,4,10,Arxiv,141,2.8368794326241136
sarcoidoses,female,0,10,Arxiv,141,0
sarcoidoses,tot_disease_counts,137,10,Arxiv,141,97.16312056737588
ulcerative colitis,male,0,10,Arxiv,260,0
ulcerative colitis,female,2,10,Arxiv,260,0.7692307692307693
ulcerative colitis,tot_disease_counts,258,10,Arxiv,260,99.23076923076923
multiple myeloma,male,1,10,Arxiv,268,0.3731343283582089
multiple myeloma,female,1,10,Arxiv,268,0.3731343283582089
multiple myeloma,tot_disease_counts,266,10,Arxiv,268,99.25373134328358
takotsubo cardiomyopathy,male,0,10,Arxiv,21,0
takotsubo cardiomyopathy,female,0,10,Arxiv,21,0
takotsubo cardiomyopathy,tot_disease_counts,21,10,Arxiv,21,100
endocarditis,male,0,10,Arxiv,55,0
endocarditis,female,0,10,Arxiv,55,0
endocarditis,tot_disease_counts,55,10,Arxiv,55,100
chagas disease,male,0,10,Arxiv,104,0
chagas disease,female,0,10,Arxiv,104,0
chagas disease,tot_disease_counts,104,10,Arxiv,104,100
tuberculosis,male,6534,50,Arxiv,410864,1.5903072549554111
tuberculosis,female,3387,50,Arxiv,410864,0.8243603722886406
tuberculosis,tot_disease_counts,400943,50,Arxiv,410864,97.58533237275596
type 2 diabetes,male,146,50,Arxiv,8212,1.7778860204578666
type 2 diabetes,female,152,50,Arxiv,8212,1.8509498295177789
type 2 diabetes,tot_disease_counts,7914,50,Arxiv,8212,96.37116415002436
hiv/aids,male,2831,50,Arxiv,42545,6.654130920202139
hiv/aids,female,2703,50,Arxiv,42545,6.353273005053472
hiv/aids,tot_disease_counts,37011,50,Arxiv,42545,86.99259607474438
essential hypertension,male,442,50,Arxiv,7382,5.987537252777026
essential hypertension,female,667,50,Arxiv,7382,9.035491736656732
essential hypertension,tot_disease_counts,6273,50,Arxiv,7382,84.97697101056623
covid-19,male,7484,50,Arxiv,152776,4.898675184583966
covid-19,female,2701,50,Arxiv,152776,1.7679478452112898
covid-19,tot_disease_counts,142591,50,Arxiv,152776,93.33337697020474
prostate cancer,male,1082,50,Arxiv,5553,19.48496308301819
prostate cancer,female,106,50,Arxiv,5553,1.9088780839186026
prostate cancer,tot_disease_counts,4365,50,Arxiv,5553,78.6061588330632
lupus,male,559,50,Arxiv,34161,1.636368958754135
lupus,female,106,50,Arxiv,34161,0.3102953660607125
lupus,tot_disease_counts,33496,50,Arxiv,34161,98.05333567518515
colon cancer,male,651,50,Arxiv,4707,13.830465264499681
colon cancer,female,241,50,Arxiv,4707,5.120033991926917
colon cancer,tot_disease_counts,3815,50,Arxiv,4707,81.0495007435734
bacterial pneumonia,male,335,50,Arxiv,11853,2.8262887032818695
bacterial pneumonia,female,239,50,Arxiv,11853,2.0163671644309455
bacterial pneumonia,tot_disease_counts,11279,50,Arxiv,11853,95.15734413228718
ovarian cancer,male,75,50,Arxiv,1636,4.584352078239609
ovarian cancer,female,263,50,Arxiv,1636,16.075794621026894
ovarian cancer,tot_disease_counts,1298,50,Arxiv,1636,79.3398533007335
gastric cancer,male,96,50,Arxiv,824,11.650485436893204
gastric cancer,female,22,50,Arxiv,824,2.669902912621359
gastric cancer,tot_disease_counts,706,50,Arxiv,824,85.67961165048543
multiple sclerosis,male,61,50,Arxiv,1359,4.488594554819721
multiple sclerosis,female,43,50,Arxiv,1359,3.164091243561442
multiple sclerosis,tot_disease_counts,1255,50,Arxiv,1359,92.34731420161883
rheumatoid arthritis,male,22,50,Arxiv,599,3.672787979966611
rheumatoid arthritis,female,33,50,Arxiv,599,5.509181969949917
rheumatoid arthritis,tot_disease_counts,544,50,Arxiv,599,90.81803005008348
syphilis,male,62,50,Arxiv,441,14.058956916099774
syphilis,female,12,50,Arxiv,441,2.7210884353741496
syphilis,tot_disease_counts,367,50,Arxiv,441,83.21995464852607
ulcerative colitis,male,3,50,Arxiv,273,1.098901098901099
ulcerative colitis,female,12,50,Arxiv,273,4.395604395604396
ulcerative colitis,tot_disease_counts,258,50,Arxiv,273,94.5054945054945
hepatitis b,male,30,50,Arxiv,1018,2.9469548133595285
hepatitis b,female,36,50,Arxiv,1018,3.536345776031434
hepatitis b,tot_disease_counts,952,50,Arxiv,1018,93.51669941060904
crohn’s disease,male,0,50,Arxiv,77,0
crohn’s disease,female,1,50,Arxiv,77,1.2987012987012987
crohn’s disease,tot_disease_counts,76,50,Arxiv,77,98.7012987012987
multiple myeloma,male,10,50,Arxiv,282,3.546099290780142
multiple myeloma,female,6,50,Arxiv,282,2.127659574468085
multiple myeloma,tot_disease_counts,266,50,Arxiv,282,94.32624113475178
endocarditis,male,0,50,Arxiv,60,0
endocarditis,female,5,50,Arxiv,60,8.333333333333332
endocarditis,tot_disease_counts,55,50,Arxiv,60,91.66666666666666
sarcoidoses,male,14,50,Arxiv,161,8.695652173913043
sarcoidoses,female,10,50,Arxiv,161,6.211180124223603
sarcoidoses,tot_disease_counts,137,50,Arxiv,161,85.09316770186336
chagas disease,male,2,50,Arxiv,106,1.8867924528301887
chagas disease,female,0,50,Arxiv,106,0
chagas disease,tot_disease_counts,104,50,Arxiv,106,98.11320754716981
takotsubo cardiomyopathy,male,1,50,Arxiv,23,4.3478260869565215
